Incident ID ,Offence Code,CR Number,Dispatch Date / Time,NIBRS Code,Victims,Crime Name,Police District Name,Block Address,City,State,Zip Code,Agency,Place,Sector,Beat,PRA,Address Number,Street Name,Street Type,Start_Date_Time,End_Date_Time,Latitude,Longitude,Police District Number,Location
201341363,5499,210030482,08/05/2021 21:57,90Z,1,NOT NIBRS CODE,SILVER SPRING,9200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20903,MCPD,Street - Commercial,H,3H2,137,9200,NEW HAMPSHIRE,AVE,08/05/2021 17:30,08/05/2021 22:00,39.00626,-76.981,3D,"(39.0063, -76.981)"
201363545,9105,220005587,02/09/2022 9:08,90Z,1,All Other Offenses,WHEATON,2300 BLK  RANDOLPH RD,SILVER SPRING,MD,20902,MCPD,Retail - Mall,L,4L1,366,2300,RANDOLPH,RD,01/18/2022 09:08:00 AM,,39.05842,-77.0484,4D,"(39.0584, -77.0484)"
201359612,2308,220000742,01/07/2022 7:13,23D,1,Theft from Building,MONTGOMERY VILLAGE,9700 BLK  KEY WEST AVE,ROCKVILLE,MD,20850,MCPD,Residence - Apartment/Condo,P,6P1,751,9700,KEY WEST,AVE,01/06/2022 14:30,01/06/2022 20:00,39.10392,-77.2045,6D,"(39.1039, -77.2045)"
201363543,2304,220005469,02/08/2022 13:10,23G,1,Theft of Motor Vehicle Parts or Accessories,MONTGOMERY VILLAGE,9300 BLK  GAITHER RD,GAITHERSBURG,MD,20877,MCPD,Parking Lot - Commercial,P,6P3,435,9300,GAITHER,RD,02/07/2022 14:00,02/08/2022 11:30,39.11729,-77.1913,6D,"(39.1173, -77.1913)"
201355670,2399,210049245,12/04/2021 14:07,23H,1,All other Larceny,SILVER SPRING,,SILVER SPRING,MD,20910,MCPD,Street - In vehicle,G,3G1,90,,KING,ST,12/04/2021 13:36,,0,0,3D,"(0.0, 0.0)"
201350988,1399,210043416,10/27/2021 09:30:30 PM,13B,1,Simple Assault,BETHESDA,2400 BLK  LYTTONSVILLE RD,SILVER SPRING,MD,20910,MCPD,Street - Bus Stop,D,2D1,85,2400,LYTTONSVILLE,RD,10/27/2021 09:30:00 PM,10/27/2021 09:30:00 PM,39.00016,-77.05,2D,"(39.0002, -77.05)"
201350988,2399,210043416,10/27/2021 09:30:30 PM,23H,1,All other Larceny,BETHESDA,2400 BLK  LYTTONSVILLE RD,SILVER SPRING,MD,20910,MCPD,Street - Bus Stop,D,2D1,85,2400,LYTTONSVILLE,RD,10/27/2021 09:30:00 PM,10/27/2021 09:30:00 PM,39.00016,-77.05,2D,"(39.0002, -77.05)"
201350997,2901,210043438,10/28/2021 03:01:21 AM,290,1,Destruction/Damage/Vandalism of Property,SILVER SPRING,2500 BLK  ECCLESTON ST,SILVER SPRING,MD,20902,MCPD,Residence - Single Family,G,3G2,174,2500,ECCLESTON,ST,10/28/2021 03:01:00 AM,10/28/2021 03:01:00 AM,39.02276,-77.0535,3D,"(39.0228, -77.0535)"
201334596,5404,210022534,06/13/2021 01:53:06 AM,90D,1,Driving Under the Influence,MONTGOMERY VILLAGE,,DERWOOD,MD,20855,MCPD,Street - In vehicle,R,6R3,415,,MIDCOUNTY,HWY,06/13/2021 01:53:00 AM,,39.14109385,-77.15184738,6D,"(39.1411, -77.1518)"
201341483,2303,210031397,08/12/2021 15:48,23C,1,Shoplifting,BETHESDA,10400 BLK  OLD GEORGETOWN RD,BETHESDA,MD,20817,MCPD,Retail - Mall,E,2.00E+03,197,10400,OLD GEORGETOWN,RD,08/12/2021 15:48,,39.02529,-77.1272,2D,"(39.0253, -77.1272)"
201351007,2999,210043338,10/27/2021 12:02:16 PM,290,1,Destruction/Damage/Vandalism of Property,SILVER SPRING,9300 BLK  GEORGIA AVE,SILVER SPRING,MD,20910,MCPD,Gas Station,G,3G2,100,9300,GEORGIA,AVE,10/27/2021 11:15:00 AM,10/27/2021 12:00:00 AM,39.00742,-77.0401,3D,"(39.0074, -77.0401)"
201341495,9113,210031406,08/12/2021 18:49,90Z,1,All Other Offenses,WHEATON,11600 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902,MCPD,Residence - Single Family,L,4L1,313,11600,VEIRS MILL,RD,08/12/2021 18:49,,39.04509,-77.0651,4D,"(39.0451, -77.0651)"
201344383,2303,210033922,08/30/2021 06:22:19 PM,23C,1,Shoplifting,SILVER SPRING,800 BLK  WAYNE AVE,SILVER SPRING,MD,20910,MCPD,Convenience Store,G,3G1,671,800,WAYNE,AVE,08/30/2021 06:22:00 PM,,38.99709,-77.0219,3D,"(38.9971, -77.0219)"
201341500,1399,210031379,08/12/2021 16:32,13B,1,Simple Assault,BETHESDA,7900 BLK  WISCONSIN AVE,BETHESDA,MD,20814,MCPD,Street - In vehicle,D,2D2,45,7900,WISCONSIN,AVE,08/12/2021 16:32,,38.98949,-77.0956,2D,"(38.9895, -77.0956)"
201341503,2305,210031417,08/12/2021 21:25,23F,1,Theft From Motor Vehicle,BETHESDA,10000 BLK  OAKLYN DR,POTOMAC,MD,20854,MCPD,Recreation Center,E,2.00E+04,211,10000,OAKLYN,DR,08/12/2021 9:00,08/12/2021 16:00,38.98824,-77.2035,2D,"(38.9882, -77.2035)"
201341506,5404,210031384,08/12/2021 16:57,90D,1,Driving Under the Influence,ROCKVILLE,15500 BLK  AVERY RD,DERWOOD,MD,20855,MCPD,Street - In vehicle,A,1A4,396,15500,AVERY,RD,08/12/2021 16:57,,39.10944,-77.122,1D,"(39.1094, -77.122)"
201329549,2610,210016722,05/04/2021 13:10,26F,1,Identity Theft,ROCKVILLE,1100 BLK  AGNEW DR,ROCKVILLE,MD,20851,RCPD,Residence - Single Family,A,1A2,295,1100,AGNEW,DR,04/09/2021 13:10,05/03/2021 13:10,39.07597743,-77.13536844,1D,"(39.076, -77.1354)"
201355698,2303,210049403,12/05/2021 18:42,23C,1,Shoplifting,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876,MCPD,Retail - Department/Discount Store,M,5M1,701,20900,FREDERICK,RD,12/05/2021 19:00,,39.19927,-77.2459,5D,"(39.1993, -77.2459)"
201359613,2610,210051987,12/21/2021 09:59:21 AM,26F,1,Identity Theft,ROCKVILLE,12500 BLK  BRACKEN HILL LA,POTOMAC,MD,20854,MCPD,Other/Unknown,B,1B2,454,12500,BRACKEN HILL,LA,12/20/2021 11:00:00 AM,,39.0565,-77.2586,1D,"(39.0565, -77.2586)"
201359616,1399,220000614,01/06/2022 7:28,13B,2,Simple Assault,BETHESDA,6500 BLK  DEMOCRACY BLV,BETHESDA,MD,20817,MCPD,Residence - Nursing Home,E,2.00E+03,194,6500,DEMOCRACY,BLV,01/06/2022 7:28,01/06/2022 8:30,39.02316,-77.1306,2D,"(39.0232, -77.1306)"
201341449,9199,210031308,08/12/2021 9:27,90Z,1,All Other Offenses,BETHESDA,6700 BLK  WILSON LA,BETHESDA,MD,20817,MCPD,Street - Other,E,2.00E+02,26,6700,WILSON,LA,07/06/2021 16:20,08/12/2021 9:00,0,0,2D,"(0.0, 0.0)"
201341546,2404,210031444,08/13/2021 08:17:55 AM,240,1,Motor Vehicle Theft,BETHESDA,3500 BLK E WEST HWY,CHEVY CHASE,MD,20815,MCPD,Residence - Driveway,D,2D1,38,3500,WEST,HWY,08/09/2021 21:00,08/13/2021 06:00:00 AM,38.98985,-77.0697,2D,"(38.9898, -77.0697)"
201341516,2501,210031383,08/12/2021 16:49,250,1,Counterfeiting/Forgery,BETHESDA,5200 BLK  POOKS HILL RD,BETHESDA,MD,20814,MCPD,Residence - Apartment/Condo,E,2.00E+02,71,5200,POOKS HILL,RD,08/02/2021 16:49,08/12/2021 0:00,39.01435,-77.1068,2D,"(39.0144, -77.1068)"
201344442,5016,210035067,09/07/2021 8:56,90Z,1,All Other Offenses,GERMANTOWN,23100 BLK  DAVIS MILL RD,GERMANTOWN,MD,20876,MCPD,Residence - Single Family,M,5M2,477,23100,DAVIS MILL,RD,09/07/2021 8:56,,39.23516,-77.2299,5D,"(39.2352, -77.2299)"
201329720,2303,210009153,03/11/2021 12:57,23C,1,Shoplifting,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902,MCPD,Retail - Clothing,L,4L2,321,11100,VEIRS MILL,RD,03/11/2021 12:57,,39.0373839,-77.05168233,4D,"(39.0374, -77.0517)"
201341555,3699,210031375,08/12/2021 16:21,11D,1,Fondling,BETHESDA,8000 BLK  QUARRY RIDGE WAY,BETHESDA,MD,20817,MCPD,Street - In vehicle,E,2.00E+04,208,8000,QUARRY RIDGE,WAY,08/12/2021 16:21,,38.995,-77.1623,2D,"(38.995, -77.1623)"
201329457,2399,210016607,05/03/2021 18:28,23H,1,All other Larceny,SILVER SPRING,800 BLK  UNIVERSITY BLV E,SILVER SPRING,MD,20903,MCPD,Residence - Apartment/Condo,H,3H1,131,800,UNIVERSITY,BLV,05/03/2021 18:28,,38.99729425,-76.99375224,3D,"(38.9973, -76.9938)"
201351078,2305,210043513,10/28/2021 12:34:12 PM,23F,1,Theft From Motor Vehicle,TAKOMA PARK,6400 BLK  NEW HAMPSHIRE AVE,TAKOMA PARK,MD,20912,TPPD,Gas Station,,,802,6400,NEW HAMPSHIRE,AVE,10/28/2021 12:25:00 PM,10/28/2021 12:33:00 PM,38.96775,-77.0015,TPPD,"(38.9678, -77.0015)"
201335020,1399,210023343,06/18/2021 11:46:47 AM,13B,2,Simple Assault,GERMANTOWN,19200 BLK  RANWORTH DR,GERMANTOWN,MD,20874,MCPD,Street - In vehicle,N,5N2,596,19200,RANWORTH,DR,06/18/2021 11:46:00 AM,,39.17382037,-77.29506519,5D,"(39.1738, -77.2951)"
201355708,2901,210049389,12/05/2021 17:24,290,1,Destruction/Damage/Vandalism of Property,SILVER SPRING,8100 BLK  FENTON ST,SILVER SPRING,MD,20910,MCPD,Retail - Appliances/Electronics,G,3G1,111,8100,FENTON,ST,12/05/2021 17:24,,38.99051,-77.0242,3D,"(38.9905, -77.0242)"
201378889,9107,220023740,06/03/2022 9:02,90Z,1,All Other Offenses,SILVER SPRING,8700 BLK  GEORGIA AVE,SILVER SPRING,MD,20910,MCPD,Street - Commercial,G,3G1,95,8700,GEORGIA,AVE,06/03/2022 1:50,,38.9974,-77.0301,3D,"(38.9974, -77.0301)"
201341530,5016,210031428,08/13/2021 12:25:25 AM,90Z,1,All Other Offenses,GERMANTOWN,13000 BLK  MILL HOUSE CT,GERMANTOWN,MD,20874,MCPD,Residence -Townhouse/Duplex,N,5N2,448,13000,MILL HOUSE,CT,08/13/2021 12:25:00 AM,,39.1549,-77.2685,5D,"(39.1549, -77.2685)"
201341546,2902,210031444,08/13/2021 08:17:55 AM,290,1,Destruction/Damage/Vandalism of Property,BETHESDA,3500 BLK E WEST HWY,CHEVY CHASE,MD,20815,MCPD,Residence - Driveway,D,2D1,38,3500,WEST,HWY,08/09/2021 21:00,08/13/2021 06:00:00 AM,38.98985,-77.0697,2D,"(38.9898, -77.0697)"
201329324,2305,210016427,05/02/2021 19:54,23F,1,Theft From Motor Vehicle,SILVER SPRING,8200 BLK  GEORGIA AVE,SILVER SPRING,MD,20910,MCPD,Parking Lot - Commercial,G,3G1,93,8200,GEORGIA,AVE,05/02/2021 19:54,,38.99163636,-77.02661165,3D,"(38.9916, -77.0266)"
201329324,2404,210016427,05/02/2021 19:54,240,1,Motor Vehicle Theft,SILVER SPRING,8200 BLK  GEORGIA AVE,SILVER SPRING,MD,20910,MCPD,Street - Commercial,G,3G1,93,8200,GEORGIA,AVE,05/02/2021 19:54,,38.99163636,-77.02661165,3D,"(38.9916, -77.0266)"
201335045,2308,210023365,06/18/2021 12:37:54 PM,23D,1,Theft from Building,MONTGOMERY VILLAGE,9400 BLK  KEY WEST AVE,ROCKVILLE,MD,20850,MCPD,Commercial - Office Building,P,6P1,721,9400,KEY WEST,AVE,11/01/2020 12:37,04/09/2021 0:00,39.10415255,-77.19235677,6D,"(39.1042, -77.1924)"
201341567,1399,210031471,08/13/2021 12:51:09 PM,13B,1,Simple Assault,ROCKVILLE,900 BLK  HUNGERFORD DR,ROCKVILLE,MD,20850,RCPD,Parking Lot - Commercial,A,1A3,245,900,HUNGERFORD,DR,08/13/2021 12:51:00 PM,,39.09712,-77.154,1D,"(39.0971, -77.154)"
201341569,2502,210031464,,250,1,Counterfeiting/Forgery,MONTGOMERY VILLAGE,19100 BLK  KINGLET PL,GAITHERSBURG,MD,20879,MCFM,Residence - Single Family,R,6R1,503,19100,KINGLET,PL,08/13/2021 09:00:00 AM,,39.16973,-77.1832,6D,"(39.1697, -77.1832)"
201331640,9105,210019237,05/21/2021 04:55:20 PM,90Z,1,All Other Offenses,GERMANTOWN,20000 BLK  AIRCRAFT DR,GERMANTOWN,MD,20874,MCPD,Government Building,N,5N1,702,20000,AIRCRAFT,DR,05/21/2021 04:55:00 PM,,39.18396164,-77.26170861,5D,"(39.184, -77.2617)"
201329795,2309,210017014,05/06/2021 11:24,23H,1,All other Larceny,SILVER SPRING,3500 BLK  GENTRY RIDGE CT,SILVER SPRING,MD,20904,MCPD,Residence - Single Family,I,3I2,378,3500,GENTRY RIDGE,CT,05/05/2021 12:12,,39.07287385,-76.93895388,3D,"(39.0729, -76.939)"
201341572,1399,210031484,08/13/2021 02:30:30 PM,13B,2,Simple Assault,GERMANTOWN,18200 BLK  SMOKE HOUSE CT,GERMANTOWN,MD,20874,MCPD,Parking Lot - Residential,N,5N2,448,18200,SMOKE HOUSE,CT,08/13/2021 02:30:00 PM,08/13/2021 02:30:00 PM,39.1533,-77.2681,5D,"(39.1533, -77.2681)"
201335061,2305,210023393,06/18/2021 05:52:17 PM,23F,1,Theft From Motor Vehicle,MONTGOMERY VILLAGE,400 BLK N FREDERICK AVE,GAITHERSBURG,MD,20877,GPD,Parking Lot - Commercial,R,6R1,548,400,FREDERICK,AVE,06/18/2021 07:53:00 PM,,39.14570789,-77.20375,6D,"(39.1457, -77.2038)"
201363551,2901,220005579,02/09/2022 8:05,290,1,Destruction/Damage/Vandalism of Property,BETHESDA,4600 BLK E WEST HWY,BETHESDA,MD,20814,MCPD,Commercial - Office Building,D,2D2,34,4600,WEST,HWY,02/08/2022 18:00,02/09/2022 7:00,38.98453,-77.0929,2D,"(38.9845, -77.0929)"
201341584,2202,210031497,08/13/2021 04:13:30 PM,220,1,Burglary/Breaking and Entering,MONTGOMERY VILLAGE,400 BLK  MUDDY BRANCH RD,GAITHERSBURG,MD,20878,GPD,Residence - Apartment/Condo,P,6P1,550,400,MUDDY BRANCH,RD,08/13/2021 04:13:00 PM,,39.12728,-77.2098,6D,"(39.1273, -77.2098)"
201341585,2303,210031505,08/13/2021 05:13:19 PM,23C,1,Shoplifting,BETHESDA,7800 BLK  WISCONSIN AVE,BETHESDA,MD,20814,MCPD,Retail - Department/Discount Store,D,2D2,45,7800,WISCONSIN,AVE,08/13/2021 05:13:00 PM,,38.98844,-77.0955,2D,"(38.9884, -77.0955)"
201344565,2902,210035115,09/07/2021 13:38,290,1,Destruction/Damage/Vandalism of Property,GERMANTOWN,20500 BLK  BOLAND FARM RD,GERMANTOWN,MD,20876,MCPD,Street - Residential,M,5M1,701,20500,BOLAND FARM,RD,08/18/2021 09:00:00 AM,09/03/2021 9:00,39.19237,-77.2505,5D,"(39.1924, -77.2505)"
201335045,2501,210023365,06/18/2021 12:37:54 PM,250,1,Counterfeiting/Forgery,MONTGOMERY VILLAGE,9400 BLK  KEY WEST AVE,ROCKVILLE,MD,20850,MCPD,Bank - ATM,P,6P1,721,9400,KEY WEST,AVE,11/01/2020 12:37,04/09/2021 0:00,39.10415255,-77.19235677,6D,"(39.1042, -77.1924)"
201347924,9107,210039528,10/04/2021 20:44,90Z,1,All Other Offenses,SILVER SPRING,11600 BLK  LOCKWOOD DR,SILVER SPRING,MD,20904,MCPD,Residence - Apartment/Condo,I,3I1,145,11600,LOCKWOOD,DR,10/03/2021 8:00,,39.04173,-76.9848,3D,"(39.0417, -76.9848)"
201351079,2007,210042417,10/21/2021 07:33:14 PM,200,1,Arson,SILVER SPRING,,SILVER SPRING,MD,20905,MCFM,Street - Residential,I,3I2,384,,FAIRDALE,RD,10/21/2021 07:33:00 PM,,0,0,3D,"(0.0, 0.0)"
201351200,1399,210043671,10/29/2021 12:18:39 PM,13B,1,Simple Assault,SILVER SPRING,200 BLK  VALLEY BROOK DR,SILVER SPRING,MD,20904,MCPD,School - Elementary/Secondary,I,3I1,150,200,VALLEY BROOK,DR,10/29/2021 12:18:00 PM,,39.0588,-77.0046,3D,"(39.0588, -77.0046)"
201347919,3562,210039210,10/02/2021 23:20,35A,1,Drug/Narcotic Violations,MONTGOMERY VILLAGE,,GAITHERSBURG,MD,20877,GPD,Street - In vehicle,P,6P3,431,,OLDE TOWNE,AVE,10/04/2021 21:28,,0,0,6D,"(0.0, 0.0)"
201347927,9199,210039513,10/04/2021 19:17,90Z,1,All Other Offenses,BETHESDA,10700 BLK  WEYMOUTH ST,GARRETT PARK,MD,20896,MCPD,Residence - Single Family,D,2D4,695,10700,WEYMOUTH,ST,10/04/2021 19:17,,39.03088,-77.0894,2D,"(39.0309, -77.0894)"
201341590,9199,210031514,08/13/2021 05:44:57 PM,90Z,1,All Other Offenses,ROCKVILLE,12300 BLK  RIVERS EDGE DR,POTOMAC,MD,20854,MCPD,Residence - Single Family,B,1B2,455,12300,RIVERS EDGE,DR,08/13/2021 05:44:00 PM,,39.05827,-77.2912,1D,"(39.0583, -77.2912)"
201341592,9105,210031521,08/13/2021 06:50:08 PM,90Z,1,All Other Offenses,BETHESDA,7200 BLK  ARLINGTON RD,BETHESDA,MD,20814,MCPD,Retail - Salon/Spa,D,2D2,33,7200,ARLINGTON,RD,08/12/2021 16:30,,38.98213,-77.0985,2D,"(38.9821, -77.0985)"
201344599,9107,210035269,09/08/2021 12:46,90Z,1,All Other Offenses,BETHESDA,6300 BLK  GREENTREE RD,BETHESDA,MD,20817,MCPD,Residence - Other,E,2.00E+02,68,6300,GREENTREE,RD,09/04/2021 12:00,09/08/2021 13:40,39.00166,-77.1278,2D,"(39.0017, -77.1278)"
201341595,9113,210031522,08/13/2021 06:30:11 PM,90Z,1,All Other Offenses,BETHESDA,4400 BLK E WEST HWY,BETHESDA,MD,20814,MCPD,Doctor/Dentist/Vet Office,D,2D2,46,4400,WEST,HWY,08/13/2021 06:30:00 PM,,38.98469,-77.0898,2D,"(38.9847, -77.0898)"
201341601,5404,210031275,08/11/2021 23:01,90D,1,Driving Under the Influence,ROCKVILLE,,ROCKVILLE,MD,20851,MCPD,Street - In vehicle,A,1A2,288,,BALTIMORE,RD,08/11/2021 23:01,,0,0,1D,"(0.0, 0.0)"
201351202,9113,210043663,10/29/2021 11:19:13 AM,90Z,1,All Other Offenses,SILVER SPRING,14000 BLK  CASTLE RIDGE WAY,SILVER SPRING,MD,20904,MCPD,Residence -Townhouse/Duplex,I,3I2,380,14000,CASTLE RIDGE,WAY,10/29/2021 11:19:00 AM,,39.08532,-76.9417,3D,"(39.0853, -76.9417)"
201341604,2303,210031509,08/13/2021 05:04:12 PM,23C,1,Shoplifting,BETHESDA,4800 BLK  BATTERY LA,BETHESDA,MD,20814,MCPD,Grocery/Supermarket,E,2.00E+02,54,4800,BATTERY,LA,08/13/2021 04:58:00 PM,08/13/2021 05:01:00 PM,0,0,2D,"(0.0, 0.0)"
201341607,9105,210031548,08/13/2021 10:19:48 PM,90Z,1,All Other Offenses,MONTGOMERY VILLAGE,1  BLK  CHESTNUT ST,GAITHERSBURG,MD,20877,MCPD,Arena/Stadium/Fairgrounds/Coliseum,P,6P2,428,1,CHESTNUT,ST,08/13/2021 10:25:00 PM,,39.14387,-77.2016,6D,"(39.1439, -77.2016)"
201347928,2399,210039468,10/04/2021 14:27,23H,1,All other Larceny,SILVER SPRING,15600 BLK  OLD COLUMBIA PIK,BURTONSVILLE,MD,20866,MCPD,Grocery/Supermarket,I,3I2,383,15600,OLD COLUMBIA,PIK,09/30/2021 11:25:00 PM,,39.11246,-76.9353,3D,"(39.1125, -76.9353)"
201344634,1209,210035313,09/08/2021 14:39,120,1,Robbery,SILVER SPRING,3600 BLK  TURBRIDGE DR,BURTONSVILLE,MD,20866,MCPD,Residence - Single Family,I,3I2,380,3600,TURBRIDGE,DR,09/08/2021 14:39,,39.09337,-76.9357,3D,"(39.0934, -76.9357)"
201335179,5404,210023569,06/20/2021 02:08:27 AM,90D,1,Driving Under the Influence,WHEATON,,SILVER SPRING,MD,20906,MCPD,Street - In vehicle,K,4K1,351,,GEORGIA,AVE,06/20/2021 02:08:00 AM,,39.06302914,-77.05473258,4D,"(39.063, -77.0547)"
201218338,4802,180061834,12/11/2018 10:00,90Z,1,All Other Offenses,SILVER SPRING,100 BLK  NORTHWOOD AVE,SILVER SPRING,MD,20901,MCPD,Jail/Prison,H,3H2,157,100,NORTHWOOD,AVE,12/10/2018 20:45,12/11/2018 9:57,39.02764824,-77.01338604,3D,"(39.0276, -77.0134)"
201347934,5404,210037737,09/24/2021 01:34:10 AM,90D,1,Driving Under the Influence,OTHER,,SILVER SPRING,MD,20903,MCPD,Street - In vehicle,,,,,NEW HAMPSHIRE,AVE,09/24/2021 01:34:00 AM,,0,0,OTHER,"(0.0, 0.0)"
201330247,2303,210017563,05/10/2021 14:31,23C,1,Shoplifting,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876,MCPD,Retail - Department/Discount Store,M,5M1,701,20900,FREDERICK,RD,03/12/2021 15:31,05/06/2021 0:00,39.1982954,-77.2448997,5D,"(39.1983, -77.2449)"
201344636,1313,210035149,09/07/2021 16:34,13B,1,Simple Assault,WHEATON,2000 BLK  RANDOLPH RD,SILVER SPRING,MD,20902,MCPD,Residence - Apt Ofc/Storage,J,4J1,368,2000,RANDOLPH,RD,09/07/2021 16:34,,39.06237,-77.0419,4D,"(39.0624, -77.0419)"
201341655,2602,210029562,07/30/2021 12:41:10 PM,26A,1,False Pretenses/Swindle/Confidence Game,WHEATON,14000 BLK  PARKVALE RD,ROCKVILLE,MD,20853,MCPD,Other/Unknown,K,4K2,529,14000,PARKVALE,RD,07/30/2021 12:41:00 PM,,39.0854,-77.1086,4D,"(39.0854, -77.1086)"
201363552,4104,220005598,02/09/2022 10:32,90G,1,Liquor Law Violations,WHEATON,2300 BLK  UNIVERSITY BLV W,SILVER SPRING,MD,20902,MCPD,Parking Lot - Commercial,L,4L2,355,2300,UNIVERSITY,BLV,02/09/2022 11:02,,39.04144,-77.0494,4D,"(39.0414, -77.0494)"
201347951,2501,210038813,09/30/2021 02:35:01 PM,250,1,Counterfeiting/Forgery,BETHESDA,9200 BLK  ADELAIDE CT,BETHESDA,MD,20817,MCPD,Other/Unknown,E,2.00E+02,68,9200,ADELAIDE,CT,08/21/2021 12:00:00 AM,,39.00715,-77.1256,2D,"(39.0072, -77.1256)"
201344666,2304,210035155,09/07/2021 16:46,23G,1,Theft of Motor Vehicle Parts or Accessories,MONTGOMERY VILLAGE,18300 BLK  MUNCASTER RD,DERWOOD,MD,20855,MCPD,Parking Lot - Commercial,R,6R3,724,18300,MUNCASTER,RD,09/01/2021 10:00,,39.15416,-77.1318,6D,"(39.1542, -77.1318)"
201347951,2699,210038813,09/30/2021 02:35:01 PM,26A,1,False Pretenses/Swindle/Confidence Game,BETHESDA,9200 BLK  ADELAIDE CT,BETHESDA,MD,20817,MCPD,Cyberspace,E,2.00E+02,68,9200,ADELAIDE,CT,08/21/2021 12:00:00 AM,,39.00715,-77.1256,2D,"(39.0072, -77.1256)"
201344670,9107,210035321,09/08/2021 16:11,90Z,1,All Other Offenses,WHEATON,13400 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904,MCPD,Street - Commercial,J,4J1,678,13400,NEW HAMPSHIRE,AVE,09/08/2021 16:11,,39.07583,-77.0019,4D,"(39.0758, -77.0019)"
201351265,5404,210043775,10/30/2021 02:18:54 AM,90D,1,Driving Under the Influence,BETHESDA,4600 BLK  ROSEDALE AVE,BETHESDA,MD,20814,MCPD,Street - In vehicle,D,2D2,45,4600,ROSEDALE,AVE,10/30/2021 02:19:00 AM,,38.99252,-77.0919,2D,"(38.9925, -77.0919)"
201363555,9199,220005591,02/09/2022 9:19,90Z,1,All Other Offenses,SILVER SPRING,1700 BLK  MT PISGAH LA,SILVER SPRING,MD,20903,MCPD,Residence - Apartment/Condo,H,3H2,138,1700,MT PISGAH,LA,02/09/2022 8:00,,0,0,3D,"(0.0, 0.0)"
201344687,2305,210035390,09/09/2021 5:59,23F,1,Theft From Motor Vehicle,SILVER SPRING,800 BLK  UNIVERSITY BLV E,SILVER SPRING,MD,20903,MCPD,Parking Lot - Residential,H,3H1,131,800,UNIVERSITY,BLV,09/09/2021 5:20,09/09/2021 5:40,38.99715,-76.9931,3D,"(38.9971, -76.9931)"
201347961,9199,210039571,10/05/2021 9:06,90Z,1,All Other Offenses,MONTGOMERY VILLAGE,400 BLK W DIAMOND AVE,GAITHERSBURG,MD,20877,MCPD,Residence - Apartment/Condo,P,6P1,429,400,DIAMOND,AVE,10/05/2021 9:06,,39.1405,-77.2096,6D,"(39.1405, -77.2096)"
201330763,1216,210018202,05/14/2021 05:47:54 PM,120,1,Robbery,SILVER SPRING,800 BLK  UNIVERSITY BLV E,SILVER SPRING,MD,20903,MCPD,Street - Residential,H,3H1,131,800,UNIVERSITY,BLV,05/14/2021 05:47:00 PM,,38.99729425,-76.99375224,3D,"(38.9973, -76.9938)"
201330797,1399,210018219,05/14/2021 07:43:37 PM,13B,1,Simple Assault,ROCKVILLE,14900 BLK  SHADY GROVE RD,ROCKVILLE,MD,20850,RCPD,Hotel/Motel/Etc.,B,1B1,241,14900,SHADY GROVE,RD,05/14/2021 07:43:00 PM,05/14/2021 09:00:00 PM,39.09939395,-77.19241154,1D,"(39.0994, -77.1924)"
201347970,2605,210039595,10/05/2021 9:49,26B,1,Credit Card/Automatic Teller Machine Fraud,BETHESDA,6600 BLK  MARYWOOD RD,BETHESDA,MD,20817,MCPD,Cyberspace,E,2.00E+02,67,6600,MARYWOOD,RD,09/06/2021 0:00,09/12/2021 0:00,39.00903,-77.1348,2D,"(39.009, -77.1348)"
201347970,2610,210039595,10/05/2021 9:49,26F,1,Identity Theft,BETHESDA,6600 BLK  MARYWOOD RD,BETHESDA,MD,20817,MCPD,Other/Unknown,E,2.00E+02,67,6600,MARYWOOD,RD,09/06/2021 0:00,09/12/2021 0:00,39.00903,-77.1348,2D,"(39.009, -77.1348)"
201341753,9199,210031750,08/15/2021 06:07:13 PM,90Z,1,All Other Offenses,ROCKVILLE,1600 BLK  GRANDIN AVE,ROCKVILLE,MD,20851,MCPD,Residence - Driveway,A,1A2,293,1600,GRANDIN,AVE,08/15/2021 05:30:00 PM,,39.07802,-77.1232,1D,"(39.078, -77.1232)"
201341754,2305,210031747,08/15/2021 06:50:48 PM,23F,1,Theft From Motor Vehicle,BETHESDA,8300 BLK  GRUBB RD,SILVER SPRING,MD,20910,MCPD,Street - Residential,D,2D1,87,8300,GRUBB,RD,08/14/2021 07:30:00 PM,08/15/2021 02:00:00 PM,38.99202,-77.0488,2D,"(38.992, -77.0488)"
201341769,1302,210031751,08/15/2021 06:40:07 PM,13A,1,Aggravated Assault,WHEATON,2100 BLK  ARCOLA AVE,SILVER SPRING,MD,20902,MCPD,Residence - Single Family,L,4L1,359,2100,ARCOLA,AVE,08/15/2021 06:40:00 PM,,39.04698,-77.0446,4D,"(39.047, -77.0446)"
